Year,Month,Crash_ID,Crash_Fatal_Fl,Death_Cnt,yearMonth,crashPctChange,deathCntPctChange,fatalPctChange,State,Country,deathRate,fatRate,deathRatePctChange,fatRatePctChange
2019,1,5621,19,21,2019-01,,,,Iowa,United States,0.0037359900373599006,0.0033801814623732433,,
2019,2,5872,17,20,2019-02,0.04465397616082556,-0.04761904761904767,-0.10526315789473684,Iowa,United States,0.0034059945504087193,0.0028950953678474113,-0.08832879200726618,-0.1435088914384054
2019,3,4031,18,22,2019-03,-0.3135217983651226,0.10000000000000009,0.05882352941176472,Iowa,United States,0.005457702803274621,0.004465393202679236,0.6023815430414288,0.5423993462430867
2019,4,4031,21,22,2019-04,0.0,0.0,0.16666666666666674,Iowa,United States,0.005457702803274621,0.005209625403125776,0.0,0.16666666666666674
2019,5,4504,27,30,2019-05,0.11734061027040443,0.36363636363636354,0.2857142857142858,Iowa,United States,0.0066607460035523975,0.005994671403197158,0.220430324559987,0.15069144887084485
2019,6,4604,34,35,2019-06,0.022202486678507993,0.16666666666666674,0.2592592592592593,Iowa,United States,0.007602085143353606,0.007384882710686359,0.14132638285548804,0.23190784181227264
2019,7,4345,28,32,2019-07,-0.05625543006081668,-0.08571428571428574,-0.17647058823529416,Iowa,United States,0.007364787111622554,0.006444188722669736,-0.031214861088278867,-0.12738103296554515
2019,8,4295,30,31,2019-08,-0.011507479861910253,-0.03125,0.0714285714285714,Iowa,United States,0.007217694994179278,0.006984866123399301,-0.019972351571594826,0.08390154664892724
2019,9,4438,39,39,2019-09,0.03329452852153669,0.25806451612903225,0.30000000000000004,Iowa,United States,0.00878774222622803,0.00878774222622803,0.2175275116661095,0.25811176205497977
2019,10,5431,21,21,2019-10,0.2237494366831907,-0.46153846153846156,-0.46153846153846156,Iowa,United States,0.0038666912170870925,0.0038666912170870925,-0.5599903686812175,-0.5599903686812175
2019,11,5956,32,35,2019-11,0.09666728042717732,0.6666666666666667,0.5238095238095237,Iowa,United States,0.00587642713230356,0.005372733378106112,0.5197559883590779,0.3894911893568711
2019,12,5126,27,28,2019-12,-0.13935527199462727,-0.19999999999999996,-0.15625,Iowa,United States,0.005462348809988295,0.0052672649239172845,-0.07046429964884904,-0.01963031603589549
2020,1,5189,22,24,2020-01,0.01229028482247374,-0.1428571428571429,-0.18518518518518523,Iowa,United States,0.0046251686259394876,0.004239737907111196,-0.1532637722655067,-0.19507790696844474
2020,2,3723,15,17,2020-02,-0.282520716901137,-0.29166666666666663,-0.31818181818181823,Iowa,United States,0.0045662100456621,0.0040290088638195,-0.012747336377473495,-0.04970331843820963
2020,3,2935,12,13,2020-03,-0.21165726564598442,-0.23529411764705888,-0.19999999999999996,Iowa,United States,0.004429301533219762,0.0040885860306643955,-0.029982964224872122,0.01478705281090309
2020,4,2335,16,17,2020-04,-0.2044293015332198,0.3076923076923077,0.33333333333333326,Iowa,United States,0.007280513918629551,0.006852248394004282,0.6437160270136715,0.6759457530335473
2020,5,2818,16,17,2020-05,0.2068522483940043,0.0,0.0,Iowa,United States,0.00603264726756565,0.0056777856635912,-0.17139815471965936,-0.17139815471965925
