Year,Month,Crash_ID,Crash_Fatal_Fl,Death_Cnt,yearMonth,crashPctChange,deathCntPctChange,fatalPctChange,State,Country,deathRate,fatRate,deathRatePctChange,fatRatePctChange
2019,01,48832,248,279,2019-01,,,,Texas,United States,0.005713466579292267,0.005078636959370904,,
2019,02,48660,232,244,2019-02,-0.0035222804718217926,-0.1254480286738351,-0.06451612903225812,Texas,United States,0.005014385532264694,0.004767776407727086,-0.12235672289767197,-0.061209445394640793
2019,03,55180,264,305,2019-03,0.13399095766543367,0.25,0.13793103448275867,Texas,United States,0.005527364987314244,0.0047843421529539685,0.10230155853570122,0.0034745222531900044
2019,04,56117,288,316,2019-04,0.016980790141355673,0.0360655737704918,0.09090909090909083,Texas,United States,0.005631092182404619,0.005132134647254843,0.018766120082252202,0.07269390089212968
2019,05,55967,277,298,2019-05,-0.0026729867954452535,-0.05696202531645567,-0.03819444444444442,Texas,United States,0.00532456626226169,0.00494934514982043,-0.054434541331204955,-0.03561666051224621
2019,06,51697,277,304,2019-06,-0.07629495952972287,0.020134228187919545,0.0,Texas,United States,0.0058804185929551035,0.005358144573186065,0.10439391742254456,0.08259666905236274
2019,07,50274,290,318,2019-07,-0.02752577519004973,0.046052631578947345,0.04693140794223827,Texas,United States,0.006325337152404822,0.005768389227035844,0.07566103542063196,0.0765646854515234
2019,08,55201,279,310,2019-08,0.09800294386760555,-0.02515723270440251,-0.037931034482758585,Texas,United States,0.00561584029274832,0.005054256263473488,-0.11216743749173264,-0.12380110555218582
2019,09,54035,289,311,2019-09,-0.021122805746272677,0.003225806451612856,0.03584229390680993,Texas,United States,0.005755528823910429,0.005348385305820302,0.02487402131832117,0.05819432712038175
2019,10,59370,294,316,2019-10,0.09873230313685566,0.016077170418006492,0.01730103806228378,Texas,United States,0.005322553478187637,0.00495199595755432,-0.07522772606473005,-0.07411383541021566
2019,11,55712,291,325,2019-11,-0.061613609567121475,0.028481012658227778,-0.010204081632653073,Texas,United States,0.005833572659391155,0.005223291211947157,0.09601015439257243,0.054785031473818746
2019,12,55701,314,339,2019-12,-0.00019744399770249554,0.04307692307692301,0.07903780068728516,Texas,United States,0.006086066677438466,0.00563724170122619,0.04328291302600551,0.07925089229798465
2020,01,52261,283,311,2020-01,-0.061758316726809204,-0.08259587020648973,-0.0987261146496815,Texas,United States,0.005950900288934387,0.005415127915654121,-0.022209153410223226,-0.039401146401751075
2020,02,51951,284,310,2020-02,-0.005931765561317248,-0.003215434083601254,0.0035335689045936647,Texas,United States,0.005967161363592616,0.005466689765355816,0.0027325402659605924,0.009521815644029319
2020,03,43765,240,256,2020-03,-0.15757155781409404,-0.17419354838709677,-0.15492957746478875,Texas,United States,0.005849423054952588,0.005483834114018051,-0.019731041523090687,0.003136148089266655
2020,04,28227,217,238,2020-04,-0.35503256026505203,-0.0703125,-0.09583333333333333,Texas,United States,0.00843164346193361,0.007687674921174762,0.4414487348106424,0.4018795538550559
2020,05,21527,115,124,2020-05,-0.237361391575442,-0.4789915966386554,-0.4700460829493087,Texas,United States,0.005760208110744646,0.005342128489803502,-0.31683447755466754,-0.30510478856367074
