yearMonth,Crash_ID,Crash_Fatal_Fl,crashPctChangeCompareDec,fatalPctChangeCompareDec,State,Country
2019-12,14015,69,0.0,0.0,Alabama,United States
2020-01,12251,50,-0.12586514448804853,-0.2753623188405797,Alabama,United States
2020-02,12237,70,-0.1268640742062076,0.01449275362318847,Alabama,United States
2020-03,10505,65,-0.25044595076703535,-0.05797101449275366,Alabama,United States
2020-04,6636,49,-0.5265073135925794,-0.28985507246376807,Alabama,United States
