Year,Month,Crash_ID,Crash_Fatal_Fl,Death_Cnt,yearMonth,crashPctChange,deathCntPctChange,fatalPctChange,State,Country,deathRate,fatRate,deathRatePctChange,fatRatePctChange
2019,01,16927,21,22.0,2019-01,,,,New York City,United States,0.0012996987062090153,0.0012406214922904236,,
2019,02,16067,13,14.0,2019-02,-0.05080640396998881,-0.36363636363636365,-0.38095238095238093,New York City,United States,0.0008713512167797348,0.0008091118441526109,-0.3295744524349741,-0.34781732447755975
2019,03,17760,16,16.0,2019-03,0.10537125785772083,0.1428571428571428,0.23076923076923084,New York City,United States,0.0009009009009009009,0.0009009009009009009,0.033912483912484026,0.11344421344421352
2019,04,16828,20,20.0,2019-04,-0.05247747747747744,0.25,0.25,New York City,United States,0.001188495364868077,0.001188495364868077,0.3192298550035655,0.3192298550035655
2019,05,19588,22,22.0,2019-05,0.16401236035179467,0.10000000000000009,0.10000000000000009,New York City,United States,0.0011231366142536246,0.0011231366142536246,-0.05499285276700028,-0.05499285276700028
2019,06,19515,21,23.0,2019-06,-0.003726771492750691,0.045454545454545414,-0.045454545454545414,New York City,United States,0.0011785805790417627,0.0010760953112990007,0.04936529010318402,-0.04188386555796242
2019,07,18419,21,21.0,2019-07,-0.05616192672303355,-0.08695652173913049,0.0,New York City,United States,0.0011401270427276182,0.0011401270427276182,-0.03262698961610999,0.05950377327759382
2019,08,17213,21,22.0,2019-08,-0.06547586731092891,0.04761904761904767,0.0,New York City,United States,0.0012781037587869634,0.0012200081333875558,0.12101872062367036,0.07006332423168526
2019,09,17540,21,21.0,2019-09,0.018997269505606207,-0.045454545454545414,0.0,New York City,United States,0.0011972633979475485,0.0011972633979475485,-0.0632502332331295,-0.018643101482326063
2019,10,17609,19,20.0,2019-10,0.003933865450399088,-0.04761904761904767,-0.09523809523809523,New York City,United States,0.0011357828383213129,0.0010789936964052474,-0.0513509055163891,-0.09878336024056955
2019,11,16950,18,18.0,2019-11,-0.037424044522687216,-0.09999999999999998,-0.052631578947368474,New York City,United States,0.0010619469026548673,0.0010619469026548673,-0.06500884955752195,-0.01579878900791798
2019,12,17056,25,25.0,2019-12,0.006253687315634249,0.38888888888888884,0.38888888888888884,New York City,United States,0.0014657598499061913,0.0014657598499061913,0.38025719199499664,0.38025719199499664
2020,01,14278,17,20.0,2020-01,-0.16287523452157604,-0.19999999999999996,-0.31999999999999995,New York City,United States,0.0014007564084605687,0.0011906429471914835,-0.04434794789186158,-0.18769575570808228
2020,02,13674,20,20.0,2020-02,-0.04230284353550917,0.0,0.17647058823529416,New York City,United States,0.001462629808395495,0.001462629808395495,0.04417142021354392,0.22843696495711052
2020,03,11034,8,8.0,2020-03,-0.19306713470820536,-0.6,-0.6,New York City,United States,0.0007250317201377561,0.0007250317201377561,-0.5042958129418162,-0.5042958129418162
2020,04,4103,13,14.0,2020-04,-0.6281493565343483,0.75,0.625,New York City,United States,0.003412137460394833,0.003168413356080916,3.7061905922495733,3.3700341213746032
2020,05,5954,11,11.0,2020-05,0.45113331708505977,-0.2142857142857143,-0.15384615384615385,New York City,United States,0.0018474974806852536,0.0018474974806852536,-0.4585512740534574,-0.4169013720575695
