yearMonth,Crash_ID,Crash_Fatal_Fl,crashPctChangeCompareDec,fatalPctChangeCompareDec,State,Country
2019-12,4091,10,0.0,0.0,Maine,United States
2020-01,3379,12,-0.17404057687606944,0.19999999999999996,Maine,United States
2020-02,2764,5,-0.324370569542899,-0.5,Maine,United States
2020-03,1951,6,-0.5230994866780738,-0.4,Maine,United States
2020-04,1329,9,-0.6751405524321682,-0.09999999999999998,Maine,United States
