yearMonth,Crash_ID,Crash_Fatal_Fl,crashPctChangeCompareDec,fatalPctChangeCompareDec,State,Country
2019-12,2502,15,0.0,0.0,Idaho,United States
2020-01,1188,7,-0.525179856115108,-0.5333333333333333,Idaho,United States
2020-02,955,16,-0.6183053557154277,0.06666666666666665,Idaho,United States
2020-03,777,7,-0.6894484412470023,-0.5333333333333333,Idaho,United States
2020-04,265,9,-0.8940847322142286,-0.4,Idaho,United States
2020-05,229,15,-0.9084732214228617,0.0,Idaho,United States
