Year,Month,Crash_ID,Crash_Fatal_Fl,Death_Cnt,yearMonth,crashPctChange,deathCntPctChange,fatalPctChange,State,Country,deathRate,fatRate,deathRatePctChange,fatRatePctChange
2019,1,2198,8,0,2019-01,,,,Idaho,United States,0.0,0.003639672429481347,,
2019,2,2443,17,0,2019-02,0.11146496815286633,,1.125,Idaho,United States,0.0,0.006958657388456815,,0.91189111747851
2019,3,1859,11,0,2019-03,-0.2390503479328694,,-0.3529411764705882,Idaho,United States,0.0,0.005917159763313609,,-0.14966933518969716
2019,4,1916,14,0,2019-04,0.030661646046261426,,0.2727272727272727,Idaho,United States,0.0,0.007306889352818371,,0.2348643006263047
2019,5,2169,17,0,2019-05,0.1320459290187892,,0.2142857142857142,Idaho,United States,0.0,0.007837713231904103,,0.07264703945201867
2019,6,2094,18,0,2019-06,-0.03457814661134162,,0.05882352941176472,Idaho,United States,0.0,0.008595988538681949,,0.09674700825889104
2019,7,2196,30,0,2019-07,0.04871060171919761,,0.6666666666666667,Idaho,United States,0.0,0.01366120218579235,,0.5892531876138434
2019,8,2413,25,0,2019-08,0.09881602914389798,,-0.16666666666666663,Idaho,United States,0.0,0.010360547036883548,,-0.24160795690012427
2019,9,2313,16,0,2019-09,-0.0414421881475342,,-0.36,Idaho,United States,0.0,0.006917423259835711,,-0.33233030696065724
2019,10,2486,18,0,2019-10,0.07479463899697358,,0.125,Idaho,United States,0.0,0.007240547063555913,,0.04671158487530169
2019,11,2405,13,0,2019-11,-0.03258246178600166,,-0.2777777777777778,Idaho,United States,0.0,0.005405405405405406,,-0.2534534534534534
2019,12,2502,15,0,2019-12,0.04033264033264028,,0.15384615384615374,Idaho,United States,0.0,0.005995203836930456,,0.10911270983213428
2020,1,1188,7,0,2020-01,-0.525179856115108,,-0.5333333333333333,Idaho,United States,0.0,0.005892255892255892,,-0.01717171717171717
2020,2,955,16,0,2020-02,-0.19612794612794615,,1.2857142857142856,Idaho,United States,0.0,0.016753926701570682,,1.843380703066567
2020,3,777,7,0,2020-03,-0.18638743455497386,,-0.5625,Idaho,United States,0.0,0.009009009009009009,,-0.46227477477477485
2020,4,265,9,0,2020-04,-0.6589446589446589,,0.2857142857142858,Idaho,United States,0.0,0.033962264150943396,,2.769811320754717
2020,5,229,15,0,2020-05,-0.13584905660377355,,0.6666666666666667,Idaho,United States,0.0,0.06550218340611354,,0.9286754002911208
