yearMonth,Crash_ID,Crash_Fatal_Fl,crashPctChangeCompareDec,fatalPctChangeCompareDec,State,Country
2019-12,13089,52,0.0,0.0,Kentucky,United States
2020-01,11602,40,-0.11360684544273814,-0.23076923076923073,Kentucky,United States
2020-02,11477,41,-0.12315684926273973,-0.21153846153846156,Kentucky,United States
2020-03,8662,44,-0.33822293528917413,-0.15384615384615385,Kentucky,United States
2020-04,5849,47,-0.5531362212544886,-0.09615384615384615,Kentucky,United States
