Year,Month,Crash_ID,Crash_Fatal_Fl,Death_Cnt,yearMonth,crashPctChange,deathCntPctChange,fatalPctChange,State,Country,deathRate,fatRate,deathRatePctChange,fatRatePctChange
2019,01,1926,0,0,2019-01,,,,District of Columbia,United States,0.0,0.0,,
2019,02,1788,2,2,2019-02,-0.07165109034267914,inf,inf,District of Columbia,United States,0.0011185682326621924,0.0011185682326621924,inf,inf
2019,03,2263,2,2,2019-03,0.2656599552572707,0.0,0.0,District of Columbia,United States,0.0008837825894829872,0.0008837825894829872,-0.20989836500220937,-0.20989836500220937
2019,04,2234,5,6,2019-04,-0.012814847547503283,2.0,1.5,District of Columbia,United States,0.0026857654431512983,0.0022381378692927483,2.038943598925694,1.5324529991047444
2019,05,2550,3,3,2019-05,0.1414503133393017,-0.5,-0.4,District of Columbia,United States,0.001176470588235294,0.001176470588235294,-0.5619607843137255,-0.47435294117647064
2019,06,2341,1,1,2019-06,-0.08196078431372544,-0.6666666666666667,-0.6666666666666667,District of Columbia,United States,0.00042716787697565144,0.00042716787697565144,-0.6369073045706962,-0.6369073045706962
2019,07,2314,1,1,2019-07,-0.011533532678342562,0.0,0.0,District of Columbia,United States,0.000432152117545376,0.000432152117545376,0.01166810717372524,0.01166810717372524
2019,08,2301,2,2,2019-08,-0.005617977528089901,1.0,1.0,District of Columbia,United States,0.000869187309865276,0.000869187309865276,1.0112994350282487,1.0112994350282487
2019,09,2325,2,2,2019-09,0.010430247718383301,0.0,0.0,District of Columbia,United States,0.0008602150537634409,0.0008602150537634409,-0.010322580645161339,-0.010322580645161339
2019,10,2492,4,4,2019-10,0.07182795698924727,1.0,1.0,District of Columbia,United States,0.0016051364365971107,0.0016051364365971107,0.8659711075441412,0.8659711075441412
2019,11,2121,3,3,2019-11,-0.148876404494382,-0.25,-0.25,District of Columbia,United States,0.0014144271570014145,0.0014144271570014145,-0.1188118811881188,-0.1188118811881188
2019,12,2137,2,2,2019-12,0.007543611504007508,-0.33333333333333337,-0.33333333333333337,District of Columbia,United States,0.0009358914365933552,0.0009358914365933552,-0.33832475432849785,-0.33832475432849785
2020,01,2075,4,5,2020-01,-0.029012634534393955,1.5,1.0,District of Columbia,United States,0.0024096385542168677,0.0019277108433734939,1.5746987951807232,1.0597590361445781
2020,02,1904,1,1,2020-02,-0.0824096385542169,-0.8,-0.75,District of Columbia,United States,0.0005252100840336134,0.0005252100840336134,-0.7820378151260504,-0.727547268907563
2020,03,1541,2,2,2020-03,-0.19065126050420167,1.0,1.0,District of Columbia,United States,0.0012978585334198572,0.0012978585334198572,1.4711226476314083,1.4711226476314083
2020,04,883,1,1,2020-04,-0.426995457495133,-0.5,-0.5,District of Columbia,United States,0.0011325028312570782,0.0011325028312570782,-0.12740656851642118,-0.12740656851642118
2020,05,1218,4,5,2020-05,0.3793884484711212,4.0,3.0,District of Columbia,United States,0.004105090311986864,0.003284072249589491,2.6247947454844005,1.8998357963875203
