Month,Year,Crash_ID,Crash_Fatal_Fl,Death_Cnt,yearMonth,crashPctChange,deathCntPctChange,fatalPctChange,State,Country,deathRate,fatRate,deathRatePctChange,fatRatePctChange
1,2019,12784,44,49.0,2019-01,,,,Louisiana,United States,0.0038329161451814767,0.00344180225281602,,
2,2019,12365,48,52.0,2019-02,-0.03277534418022532,0.061224489795918435,0.09090909090909083,Louisiana,United States,0.004205418520016175,0.003881924787707238,0.09718510938544456,0.1278756019556666
3,2019,14480,43,47.0,2019-03,0.17104731095835013,-0.09615384615384615,-0.10416666666666663,Louisiana,United States,0.0032458563535911603,0.0029696132596685083,-0.22817281130471745,-0.23501525092081033
4,2019,13842,65,73.0,2019-04,-0.04406077348066295,0.553191489361702,0.5116279069767442,Louisiana,United States,0.0052738043635312815,0.004695853200404566,0.6247805783815521,0.5813012637641422
5,2019,14409,66,68.0,2019-05,0.0409622886866059,-0.06849315068493156,0.01538461538461533,Louisiana,United States,0.004719272676799223,0.004580470539246304,-0.10514832339376934,-0.024571181473117765
6,2019,12244,56,58.0,2019-06,-0.15025331390103402,-0.1470588235294118,-0.1515151515151515,Louisiana,United States,0.004737014047696831,0.004573668735707285,0.003759344312700641,-0.001484957381723162
7,2019,12343,58,62.0,2019-07,0.008085592943482434,0.06896551724137923,0.03571428571428581,Louisiana,United States,0.005023090010532285,0.004699019687272138,0.060391622223401775,0.0274070901957153
8,2019,13499,58,61.0,2019-08,0.09365632342218255,-0.016129032258064502,0.0,Louisiana,United States,0.004518853248388769,0.004296614564041781,-0.10038377992157121,-0.08563597303503967
9,2019,13082,62,66.0,2019-09,-0.030891177124231395,0.08196721311475419,0.06896551724137923,Louisiana,United States,0.00504510013759364,0.004739336492890996,0.11645584848158275,0.1030397123713025
10,2019,14782,60,60.0,2019-10,0.129949548998624,-0.09090909090909094,-0.032258064516129004,Louisiana,United States,0.004058990664321472,0.004058990664321472,-0.19545885044464395,-0.14355296982816945
11,2019,13251,54,57.0,2019-11,-0.1035719117846029,-0.050000000000000044,-0.09999999999999998,Louisiana,United States,0.004301562146253113,0.004075164138555581,0.05976152743189189,0.003984604935476588
12,2019,13271,63,70.0,2019-12,0.0015093200513169869,0.22807017543859653,0.16666666666666674,Louisiana,United States,0.005274659030969784,0.0047471931278728055,0.22621941788387034,0.16490844698967666
1,2020,11414,45,51.0,2020-01,-0.1399291688644413,-0.27142857142857146,-0.2857142857142857,Louisiana,United States,0.0044681969511126685,0.003942526721570002,-0.15289368945405402,-0.1695036171118176
2,2020,11946,43,45.0,2020-02,0.0466094270194497,-0.11764705882352944,-0.0444444444444444,Louisiana,United States,0.0037669512807634357,0.003599531223840616,-0.15694153100717934,-0.08699890246851572
3,2020,10054,58,55.0,2020-03,-0.15837937384898715,0.22222222222222232,0.34883720930232553,Louisiana,United States,0.005470459518599562,0.005768848219614084,0.4522246535375638,0.6026665309653452
4,2020,6373,42,44.0,2020-04,-0.36612293614481795,-0.19999999999999996,-0.27586206896551724,Louisiana,United States,0.006904126784873686,0.0065903028401067005,0.2620743762749098,0.14239490955918566
5,2020,7546,21,,2020-05,0.18405774360583704,0.0,-0.5,Louisiana,United States,,0.0027829313543599257,0.0,-0.5777232971110522
